,Incident_ID,Month,Day,Year,Date,School,Victims_Killed,Victims_Wounded,Number_Victims,Shooter_Killed,Quarter,City,State,School_Level,Location,Time_Period,Bullied,Domestic_Violence,Gang_Related
988,20150520TXROR,5,20,2015,2015-05-20,Robinson High School,0,0,0,1,Spring,Robinson,TX,High,Parking Lot,Morning Classes,,,No
989,20150512FLUNJ,5,12,2015,2015-05-12,Unknown School (bus),0,2,2,0,Spring,Jacksonville,FL,,School Bus,After School,No,No,Yes
990,20150512AZCOT,5,12,2015,2015-05-12,Corona del Sol High School,0,0,0,1,Spring,Tempe,AZ,High,Hallway,Morning Classes,,,No
991,20150505GACOC,5,5,2015,2015-05-05,Conyers Middle School,0,0,0,0,Spring,Conyers,GA,Middle,Bathroom,Afternoon Classes,,,
992,20150504OHWIC,5,4,2015,2015-05-04,Willow Elementary School,1,1,2,0,Spring,Cleveland,OH,Elementary,Playground,Night,,,
993,20150428MDDRW,4,28,2015,2015-04-28,Dr. Gustavus Brown Elementary School,0,1,1,0,Spring,Waldorf,MD,Elementary,Basketball Court,Evening,No,No,
994,20150427WANOL,4,27,2015,2015-04-27,North Thurston High School,0,0,0,0,Spring,Lacey,WA,High,Hallway,Morning Classes,Yes,No,No
995,20150422NVRUL,4,22,2015,2015-04-22,Ruth Deskin Elementary School,0,0,0,0,Spring,Las Vegas,NV,Elementary,Classroom,Afternoon Classes,No,No,No
996,20150417TXSES,4,17,2015,2015-04-17,Seguin High School,0,0,0,1,Spring,Seguin,TX,High,Beside Building,Morning Classes,,,No
997,20150330MOPEU,3,30,2015,2015-03-30,Pershing Elementary School,0,1,1,0,Spring,University City,MO,Elementary,Outside on School Property,Evening,No,No,No
998,20150215CATEM,2,15,2015,2015-02-15,Tenaya Middle School,1,0,1,0,Winter,Merced,CA,Middle,Parking Lot,Not a School Day,No,No,No
999,20150215ARLAL,2,15,2015,2015-02-15,Lawson Elementary School,0,2,2,0,Winter,Little Rock,AR,Elementary,Parking Lot,Not a School Day,No,Yes,No
1000,20150204MDFRF,2,4,2015,2015-02-04,Frederick High School,0,2,2,0,Winter,Frederick,MD,High,Parking Lot,Sport Event,No,No,Yes
1001,20150126MNHAR,1,26,2015,2015-01-26,Hand in Hand Montessori,0,0,0,1,Winter,Roseville,MN,Other,Cafeteria; Parking Lot,Dismissal,,,
1002,20150122SCROH,1,22,2015,2015-01-22,Royal Live Oaks Academy,0,0,0,0,Winter,Hardeeville,SC,K-12,Field (General),School Event,No,No,No
1003,20150120ALWIM,1,20,2015,2015-01-20,Williamson High School,0,1,1,0,Winter,Mobile,AL,High,Beside Building,Evening,No,No,No
1004,20150116FLVAO,1,16,2015,2015-01-16,Vanguard High School,0,2,2,0,Winter,Ocala,FL,High,Parking Lot,Sport Event,,No,Yes
1005,20150115WIWIM,1,15,2015,2015-01-15,Wisconsin Lutheran High School,0,3,3,0,Winter,Milwaukee,WI,High,Parking Lot,Sport Event,,No,Yes
1006,20141217MEBEW,12,17,2014,2014-12-17,Benton Elementary School,0,0,0,1,Winter,Waterville,ME,Elementary,Beside Building,Afternoon Classes,No,No,No
1007,20141217MIGOW,12,17,2014,2014-12-17,Godfrey Lee High School,0,1,1,0,Winter,Wyoming,MI,High,Parking Lot,Sport Event,No,No,
1008,20141216PASUP,12,16,2014,2014-12-16,Sunnyside Elementary School,1,0,1,0,Winter,Pittsburgh,PA,Elementary,Parking Lot,Night,,,
1009,20141212ORROP,12,12,2014,2014-12-12,Rosemary Anderson High School,0,4,4,0,Winter,Portland,OR,High,Beside Building,Lunch,No,No,Yes
1010,20141120FLMIM,11,20,2014,2014-11-20,Miami Carol City High School,1,1,2,0,Fall,Miami,FL,High,Basketball Court,After School,No,No,Yes
1011,20141024WAMAM,10,24,2014,2014-10-24,Marysville Pilchuck High School,4,3,7,1,Fall,Marysville,WA,High,Cafeteria,Lunch,Yes,Yes,No
1012,20141024GALAA,10,24,2014,2014-10-24,Lakewood Stadium (Mays High School Game),0,1,1,0,Fall,Atlanta,GA,High,Parking Lot,Sport Event,No,No,
1013,20141021TNAMM,10,21,2014,2014-10-21,A Maceo Walker Middle School,0,1,1,0,Fall,Memphis,TN,Middle,Hallway,Morning Classes,No,No,No
1014,20141003GALAF,10,3,2014,2014-10-03,Langston Hughes High School,1,0,1,0,Fall,Fairburn,GA,High,Football Field/Track,Sport Event,No,No,Yes
1015,20140930KYFEL,9,30,2014,2014-09-30,Fern Creek Traditional High School,0,1,1,0,Fall,Louisville,KY,High,Hallway,Afternoon Classes,No,No,No
1016,20140930NCALA,9,30,2014,2014-09-30,Albemarle High School,0,1,1,0,Fall,Albemarle,NC,High,Courtyard,Before School,No,No,No
1017,20140925NHWEM,9,25,2014,2014-09-25,West High School,0,0,0,0,Fall,Manchester,NH,High,Cafeteria,School Start,,No,No
1018,20140919IANOD,9,19,2014,2014-09-19,North High School,0,1,1,0,Fall,Des Moines,IA,High,Front of School,Not a School Day,No,No,Yes
1019,20140911UTWET,9,11,2014,2014-09-11,Westbrook Elementary School,0,0,0,0,Fall,Taylorsville,UT,Elementary,Bathroom,Before School,No,No,No
1020,20140910FLGRL,9,10,2014,2014-09-10,Greenwood Lakes Middle School,0,0,0,1,Fall,Lake Mary,FL,Middle,Bathroom,After School,Yes,No,No
1021,20140909FLSTM,9,9,2014,2014-09-09,Stellar Leadership Academy,0,1,1,0,Fall,Miami,FL,High,Beside Building,Afternoon Classes,No,No,No
1022,20140814VASAN,8,14,2014,2014-08-14,Saunders Elementary School,2,1,3,0,Summer,Newport News,VA,Elementary,Parking Lot,Not a School Day,No,No,Yes
1023,20140813MDHEF,8,13,2014,2014-08-13,Heather Ridge High School,0,0,0,0,Summer,Fredrick,MD,High,Beside Building,Evening,No,No,No
1024,20140623MOKEB,6,23,2014,2014-06-23,Kelly High School,1,0,1,0,Summer,Benton,MO,High,Basketball Court,After School,No,No,No
1025,20140610ORRET,6,10,2014,2014-06-10,Reynolds High School,1,1,2,1,Summer,Troutdale,OR,High,Gym,Morning Classes,No,,No
1026,20140521WICLM,5,21,2014,2014-05-21,Clarke Street Elementary School,1,0,1,0,Spring,Milwaukee,WI,Elementary,Front of School,Evening,No,No,No
1027,20140514CAJOR,5,14,2014,2014-05-14,John F. Kennedy High School,0,1,1,0,Spring,Richmond,CA,High,Off School Property,Before School,No,No,Yes
1028,20140503WAHOE,5,3,2014,2014-05-03,Horizon Elementary School,0,1,1,0,Spring,Everett,WA,Elementary,Basketball Court,Not a School Day,,No,Yes
1029,20140421INSTG,4,21,2014,2014-04-21,St. Mary Catholic School,1,0,1,1,Spring,Griffith,IN,High,Parking Lot,After School,No,Yes,No
1030,20140421UTPRP,4,21,2014,2014-04-21,Provo High School,0,0,0,0,Spring,Provo,UT,High,Beside Building,Afternoon Classes,,,No
1031,20140411MIEAD,4,11,2014,2014-04-11,East English Village Preparatory Academy,1,0,1,0,Spring,Detroit,MI,Unknown,Parking Lot,School Event,No,No,Yes
1032,20140410OHLIC,4,10,2014,2014-04-10,Liberty Elementary School,0,2,2,0,Spring,Columbus,OH,Elementary,Front of School,Dismissal,No,No,No
1033,20140409NCDHG,4,9,2014,2014-04-09,D H Conley High School,0,0,0,0,Spring,Greenville,NC,High,Beside Building,Afternoon Classes,No,No,Yes
1034,20140403NJUNN,4,3,2014,2014-04-03,Unknown School (bus),0,0,0,0,Spring,Newark,NJ,,School Bus,Afternoon Classes,No,No,No
1035,20140325GABEC,3,25,2014,2014-03-25,Benjamin Banneker High School,0,0,0,0,Spring,College Park,GA,High,Parking Lot,Afternoon Classes,No,No,No
1036,20140312FLACM,3,12,2014,2014-03-12,Academy of Knowledge Preschool,1,0,1,0,Spring,Miami,FL,Other,Parking Lot,Afternoon Classes,No,Yes,No
1037,20140307LAMAT,3,7,2014,2014-03-07,Madison Parish High School,0,1,1,0,Spring,Tallulah,LA,High,Front of School,School Event,,,
1038,20140220MIRAR,2,20,2014,2014-02-20,Raytown Success Academy,1,0,1,0,Winter,Raytown,MI,High,Parking Lot,Morning Classes,,No,No
1039,20140211OHCHL,2,11,2014,2014-02-11,Charles F. Brush High School,0,0,0,0,Winter,Lyndhurt,OH,High,Parking Lot,Sport Event,No,No,No
1040,20140210NCSAS,2,10,2014,2014-02-10,Salisbury High School,0,1,1,0,Winter,Salisbury,NC,High,Beside Building,Dismissal,No,No,No
1041,20140207ORBEB,2,7,2014,2014-02-07,Bend High School,0,0,0,1,Winter,Bend,OR,High,Classroom,Morning Classes,No,No,No
1042,20140131IANOD,1,31,2014,2014-01-31,North High School,0,1,1,0,Winter,Des Moines,IA,High,Basketball Court,Sport Event,No,No,Yes
1043,20140131AZCEP,1,31,2014,2014-01-31,Cesar Chavez High School,0,0,0,0,Winter,Phoenix,AZ,High,Basketball Court,Sport Event,No,No,Yes
1044,20140128HIPRH,1,28,2014,2014-01-28,President Theodore Roosevelt High,0,1,1,0,Winter,Honolulu,HI,High,Office,Not a School Day,,,
1045,20140127ILREC,1,27,2014,2014-01-27,Rebound High School,0,1,1,0,Winter,Carbondale,IL,High,Parking Lot,Lunch,,No,No
1046,20140117PADEP,1,17,2014,2014-01-17,Delaware Valley Charter School,0,2,2,0,Winter,Philadelphia,PA,High,Gym,Sport Event,No,No,No
1047,20140114PAKIL,1,14,2014,2014-01-14,King Elementary School,0,0,0,0,Winter,Lancaster,PA,Elementary,Playground,Afternoon Classes,,No,
1048,20140114NMBER,1,14,2014,2014-01-14,Berrendo Middle School,0,2,2,0,Winter,Roswell,NM,Middle,Gym,Before School,Yes,No,No
1049,20140114LASTB,1,14,2014,2014-01-14,St. James High School,0,1,1,0,Winter,Baton Rouge,LA,High,Parking Lot,Sport Event,No,No,No
1050,20140113CTHIN,1,13,2014,2014-01-13,Hillhouse High School,0,1,1,0,Winter,New Haven,CT,High,Basketball Court,Sport Event,No,No,Yes
1051,20140109TNLIJ,1,9,2014,2014-01-09,Liberty Technology Magnet High School,0,1,1,0,Winter,Jackson,TN,High,Parking Lot,Dismissal,No,No,No
1052,20131219CAEDF,12,19,2013,2013-12-19,Edison High School,0,1,1,0,Winter,Fresno,CA,High,Gym,Evening,No,No,Yes
1053,20131213COARC,12,13,2013,2013-12-13,Arapahoe High School,1,0,1,1,Winter,Centennial,CO,High,Other,Lunch,Yes,No,No
1054,20131204FLWEW,12,4,2013,2013-12-04,West Orange High School,0,1,1,0,Winter,Winter Garden,FL,High,Beside Building,Dismissal,No,No,No
1055,20131113PABRP,11,13,2013,2013-11-13,Brashear High School,0,3,3,0,Fall,Pittsburgh,PA,High,Off School Property,After School,No,No,No
1056,20131103GASTL,11,3,2013,2013-11-03,Stephenson High School,0,1,1,0,Fall,Lithonia,GA,High,Parking Lot,Not a School Day,No,No,No
1057,20131101IAALA,11,1,2013,2013-11-01,Algona High School,0,0,0,1,Fall,Algona,IA,High,Field (General),Night,No,No,No
1058,20131023CANEC,10,23,2013,2013-10-23,Newman Elementary School,0,3,3,0,Fall,Chino,CA,Elementary,Front of School,Morning Classes,No,No,No
1059,20131021NVSPS,10,21,2013,2013-10-21,Sparks Middle School,1,2,3,1,Fall,Sparks,NV,Middle,Beside Building,Before School,Yes,No,No
1060,20131015TXLAA,10,15,2013,2013-10-15,Lanier High School,0,0,0,1,Fall,Austin,TX,High,Courtyard,Lunch,No,No,No
1061,20131004FLAGP,10,4,2013,2013-10-04,Agape Christian Academy,0,2,2,0,Fall,Pine Hills,FL,K-12,Football Field/Track,Dismissal,No,No,Yes
1062,20131002NHWIS,10,2,2013,2013-10-02,Winnisquam Regional School District,0,0,0,0,Fall,Sanbornton,NH,,School Bus,After School,No,No,No
1063,20130928MENEG,9,28,2013,2013-09-28,New Gloucester High School,0,0,0,1,Fall,Gray,ME,High,Parking Lot,Not a School Day,,,No
1064,20130927ILROC,9,27,2013,2013-09-27,Roosevelt High School,0,1,1,0,Fall,Chicago,IL,High,Beside Building,Dismissal,No,No,No
1065,20130830NCCAW,8,30,2013,2013-08-30,Carver High School,0,1,1,0,Summer,Winston-Salem,NC,High,Beside Building,Afternoon Classes,Yes,No,No
1066,20130823MSNOS,8,23,2013,2013-08-23,North Panola High School,1,2,3,0,Summer,Sardis,MS,High,Football Field/Track,Evening,No,No,Yes
1067,20130822TNWEM,8,22,2013,2013-08-22,Westside Elementary School,0,0,0,0,Summer,Memphis,TN,Elementary,Cafeteria,School Start,No,No,No
1068,20130820GAROD,8,20,2013,2013-08-20,Ronald E. McNair Discovery Learning Academy,0,0,0,0,Summer,Decatur,GA,Elementary,Office,Morning Classes,No,No,No
1069,20130815TNNOC,8,15,2013,2013-08-15,Northwest High School,1,0,1,0,Summer,Clarksville,TN,Middle,Parking Lot,Night,No,No,No
1070,20130619FLALW,6,19,2013,2013-06-19,Alexander W. Dreyfoos School of the Arts,2,0,2,0,Summer,West Palm Beach,FL,High,Office,Not a School Day,No,No,No
1071,20130618NCHIC,6,18,2013,2013-06-18,Hidden Valley Elementary School,0,1,1,1,Summer,Charlotte,NC,Elementary,Parking Lot,After School,No,No,No
1072,20130523FLREH,5,23,2013,2013-05-23,Redland Middle School,0,1,1,0,Spring,Homestead,FL,Middle,Classroom,Afternoon Classes,No,No,No
1073,20130513ALOSB,5,13,2013,2013-05-13,Ossie Ware Mitchell Middle School,0,0,0,0,Spring,Birmingham,AL,Middle,Parking Lot,After School,No,No,No
1074,20130430NMTUT,4,30,2013,2013-04-30,Tularosa Elementary School,0,0,0,1,Spring,Tularosa,NM,Elementary,Outside on School Property,Night,No,No,No
1075,20130429OHLAC,4,29,2013,2013-04-29,La Salle High School,0,0,0,0,Spring,Cincinnati,OH,High,Classroom,Morning Classes,,No,No
1076,20130416TXTET,4,16,2013,2013-04-16,Temple High School,0,0,0,1,Spring,Temple,TX,High,Other,Morning Classes,No,No,No
1077,20130321MIDAS,3,21,2013,2013-03-21,Davidson Middle School,0,0,0,1,Spring,Southgate,MI,Middle,Bathroom,Before School,No,No,No
1078,20130227GAGRA,2,27,2013,2013-02-27,Grady High School,0,0,0,0,Winter,Atlanta,GA,High,Courtyard,Morning Classes,No,No,No
1079,20130213CAHIS,2,13,2013,2013-02-13,Hillside Elementary School,1,0,1,0,Winter,San Leandro,CA,Elementary,Beside Building,Evening,No,No,No
1080,20130201MIMAD,2,1,2013,2013-02-01,Martin Luther King High School,1,1,2,1,Winter,Detroit,MI,High,Parking Lot,Evening,No,No,No
1081,20130131GAPRA,1,31,2013,2013-01-31,Price Middle School,0,1,1,0,Winter,Atlanta,GA,Middle,Hallway,Afternoon Classes,No,No,Yes
1082,20130129ALDAM,1,29,2013,2013-01-29,Dale County School Bus,1,0,1,0,Winter,Midland City,AL,Elementary,School Bus,Dismissal,No,No,No
1083,20130111MIOSD,1,11,2013,2013-01-11,Osborn High School,0,1,1,0,Winter,Detroit,MI,High,Basketball Court,Sport Event,No,No,No
1084,20130110CATAT,1,10,2013,2013-01-10,Taft Union High School,0,2,2,0,Winter,Taft,CA,High,Hallway,Morning Classes,Yes,No,No
1085,20130107FLAPF,1,7,2013,2013-01-07,Apostolic Revival Center Christian School,1,0,1,0,Winter,Fort Myers,FL,K-8,Parking Lot,Morning Classes,,No,Yes
1086,20121214CTSAN,12,14,2012,2012-12-14,Sandy Hook Elementary School,26,0,26,1,Winter,Newtown,CT,Elementary,Classroom,Morning Classes,,No,No
1087,20121210TXSPH,12,10,2012,2012-12-10,Spring Woods High School,0,0,0,0,Winter,Houston,TX,High,Classroom,Morning Classes,No,No,No
1088,20121019ILBAC,10,19,2012,2012-10-19,Banner Academy South,1,0,1,0,Fall,Chicago,IL,Other,Beside Building,After School,No,No,No
1089,20121012NDFAF,10,12,2012,2012-10-12,Fairmount Public School,0,0,0,0,Fall,Fairmont,ND,High,Classroom,Morning Classes,No,No,No
1090,20120926OKSTS,9,26,2012,2012-09-26,Stillwater Junior High School,0,0,0,1,Fall,Stillwater,OK,Junior High,Hallway,Before School,No,No,No
1091,20120907ILNON,9,7,2012,2012-09-07,Normal Community High School,0,0,0,0,Fall,Normal,IL,High,Classroom,Morning Classes,Yes,No,No
1092,20120827MDPEP,8,27,2012,2012-08-27,Perry Hall High School,0,1,1,0,Summer,Perry Hall,MD,High,Cafeteria,Morning Classes,No,No,No
1093,20120824GABAH,8,24,2012,2012-08-24,Banks County High School,0,0,0,1,Summer,Homer,GA,High,Bathroom,Morning Classes,,No,No
1094,20120816TNHAM,8,16,2012,2012-08-16,Hamilton High School,0,0,0,0,Summer,Memphis,TN,High,Front of School,Evening,No,No,Yes
1095,20120706RINAP,7,6,2012,2012-07-06,Nathaniel Greene Elementary School,1,0,1,0,Summer,Pawtucket,RI,Elementary,Beside Building,Night,No,No,No
1096,20120525NCMAC,5,25,2012,2012-05-25,Mary Scroggs Elementary School,1,0,1,0,Spring,Chapel Hill,NC,Elementary,Parking Lot,Dismissal,No,Yes,No
1097,20120525AZWEA,5,25,2012,2012-05-25,West View High School,1,0,1,0,Spring,Avondale,AZ,High,Parking Lot,School Event,No,Yes,No
1098,20120401ARKIR,4,1,2012,2012-04-01,Kirksey Middle School,0,1,1,0,Spring,Rogers,AR,Middle,Parking Lot,Evening,No,No,No
1099,20120315ALLEM,3,15,2012,2012-03-15,LeFlore High School,0,0,0,0,Spring,Mobile,AL,High,Parking Lot,Morning Classes,No,No,Yes
1100,20120306FLEPJ,3,6,2012,2012-03-06,Episcopal School of Jacksonville,1,0,1,1,Spring,Jacksonville,FL,Unknown,Office,Afternoon Classes,No,No,No
1101,20120227OHCHC,2,27,2012,2012-02-27,Chardon High School,3,3,6,0,Winter,Chardon,OH,High,Cafeteria,School Start,No,No,No
1102,20120222WAARB,2,22,2012,2012-02-22,Armin Jahr Elementary School,0,1,1,0,Winter,Bremerton,WA,Elementary,Hallway,Dismissal,Yes,No,No
1103,20120210NHWAW,2,10,2012,2012-02-10,Walpole Elementary School,0,0,0,0,Winter,Walpole,NH,Elementary,Cafeteria,Lunch,,No,No
1104,20120110TXNOH,1,10,2012,2012-01-10,North Forest High School,0,1,1,0,Winter,Houston,TX,High,Hallway,Afternoon Classes,,No,No
1105,20120104TXCUB,1,4,2012,2012-01-04,Cummings Middle School,0,0,0,1,Winter,Brownsville,TX,Middle,Hallway,School Start,,,
1106,20111228MINOF,12,28,2011,2011-12-28,Northern High School,0,1,1,0,Winter,Flint,MI,High,Beside Building,Sport Event,No,No,No
1107,20111212TXHAE,12,12,2011,2011-12-12,Harwell Middle School,0,2,2,0,Winter,Edinburg,TX,Middle,Basketball Court,After School,No,No,No
1108,20111024NCCAF,10,24,2011,2011-10-24,Cape Fear High School,0,1,1,0,Fall,Fayetteville,NC,High,Beside Building,Afternoon Classes,No,No,No
1109,20110930ORWIP,9,30,2011,2011-09-30,Wilson High School,0,0,0,0,Fall,Portland,OR,High,Parking Lot,Sport Event,No,No,Yes
1110,20110930NCGAC,9,30,2011,2011-09-30,Garinger High School,0,1,1,0,Fall,Charlotte,NC,High,Parking Lot,Sport Event,No,No,Yes
1111,20110923WAISS,9,23,2011,2011-09-23,Issaquah High School,0,0,0,1,Fall,Seattle,WA,High,Football Field/Track,Sport Event,No,No,No
1112,20110523HIHIP,5,23,2011,2011-05-23,Highlands Intermediate School,0,1,1,0,Spring,Pearl City,HI,Middle,Beside Building,Before School,No,No,No
1113,20110517WAHOE,5,17,2011,2011-05-17,Horizon Elementary School,0,1,1,0,Spring,Everett,WA,Elementary,Basketball Court,Evening,No,No,Yes
1114,20110419TXBEH,4,19,2011,2011-04-19,Betsy Ross Elementary School,0,3,3,0,Spring,Houston,TX,Elementary,Cafeteria,Lunch,No,No,No
1115,20110413FLSHA,4,13,2011,2011-04-13,Sheeler Charter High School,0,1,1,0,Spring,Apopka,FL,High,Parking Lot,Lunch,No,No,No
1116,20110330TXWOH,3,30,2011,2011-03-30,Worthing High School,1,5,6,0,Spring,Houston,TX,High,Football Field/Track,Sport Event,No,No,Yes
1117,20110325INMAM,3,25,2011,2011-03-25,Martinsville West Middle School,0,1,1,0,Spring,Martinsville,IN,Middle,Hallway,Before School,No,Yes,No
1118,20110202CALOP,2,2,2011,2011-02-02,Louisiana Schnell Elementary School,1,0,1,0,Winter,Placerville,CA,Elementary,Office,Morning Classes,No,No,No
1119,20110118CAGAL,1,18,2011,2011-01-18,Gardena High School,0,2,2,0,Winter,Los Angeles,CA,High,Classroom,Morning Classes,No,No,No
1120,20110105NEMIO,1,5,2011,2011-01-05,Millard South High School,1,1,2,1,Winter,Omaha,NE,High,Office,Lunch,No,No,No
1121,20110104INCRC,1,4,2011,2011-01-04,Crown Point School bus,0,0,0,0,Winter,Crown Point,IN,K-12,School Bus,Before School,,,
1122,20101206COAUA,12,6,2010,2010-12-06,Aurora Central High School,0,1,1,0,Winter,Aurora,CO,High,Front of School,Dismissal,No,No,Yes
1123,20101129WIMAM,11,29,2010,2010-11-29,Marinette High School,0,0,0,1,Fall,Marinette,WI,High,Classroom,Evening,No,No,No
1124,20101023KSTOT,10,23,2010,2010-10-23,Topeka West High School,1,1,2,0,Fall,Topeka,KS,High,Field (General),Evening,No,No,No
1125,20101008CAKEC,10,8,2010,2010-10-08,Kelly Elementary School,0,2,2,0,Fall,Carlsbad,CA,Elementary,Playground,Lunch,No,No,No
1126,20101001CAALS,10,1,2010,2010-10-01,Alisal High School,1,0,1,0,Fall,Salinas,CA,High,Beside Building,School Start,,No,Yes
1127,20100921SCSOC,9,21,2010,2010-09-21,Socastee High School,0,1,1,0,Fall,Conway,SC,High,Office,Afternoon Classes,Yes,No,No
1128,20100908MIMUD,9,8,2010,2010-09-08,Mumford High School,0,2,2,0,Fall,Detroit,MI,High,Beside Building,,No,No,No
1129,20100830TNSUB,8,30,2010,2010-08-30,Sullivan Central High School,1,0,1,0,Summer,Blountville,TN,High,Hallway,Morning Classes,No,No,No
1130,20100518CASOS,5,18,2010,2010-05-18,South Gate High School,0,1,1,0,Spring,South Gate,CA,High,Beside Building,Before School,,,
1131,20100428VAWOP,4,28,2010,2010-04-28,Woodrow Wilson High School,0,0,0,0,Spring,Portsmouth,VA,High,Cafeteria,Lunch,Yes,No,No
1132,20100226WABIT,2,26,2010,2010-02-26,Birney Elementary School,1,0,1,0,Winter,Tacoma,WA,Elementary,Beside Building,Before School,No,No,No
1133,20100223CODEL,2,23,2010,2010-02-23,Deer Creek Middle School,0,2,2,0,Winter,Littleton,CO,Middle,Front of School,Dismissal,,No,No
1134,20100210TNINK,2,10,2010,2010-02-10,Inskip Elementary School,0,2,2,0,Winter,Knoxville,TN,High,Office,After School,No,No,No
1135,20100205ALDIM,2,5,2010,2010-02-05,Discovery Middle School,1,0,1,0,Winter,Madison,AL,Middle,Hallway,Afternoon Classes,,No,
1136,20100120ALLIL,1,20,2010,2010-01-20,Livington High School,0,1,1,0,Winter,Livington,AL,High,Beside Building,Afternoon Classes,No,Yes,No
1137,20091211LABOS,12,11,2009,2009-12-11,Booker T. Washington High School,0,1,1,0,Winter,Shreveport,LA,High,Parking Lot,School Start,No,Yes,No
1138,20091106PAHAW,11,6,2009,2009-11-06,Hamilton High School (bus),0,1,1,0,Fall,West Philadelphia,PA,High,School Bus,Before School,Yes,No,No
1139,20091030CAWIL,10,30,2009,2009-10-30,Wilson High School,1,2,3,0,Fall,Long Beach,CA,High,Football Field/Track,Sport Event,No,No,Yes
1140,20091016SCCAC,10,16,2009,2009-10-16,Carolina Forest High School,1,0,1,0,Fall,Conway,SC,High,Inside School Building,Morning Classes,,,
1141,20091008NYMAM,10,8,2009,2009-10-08,Mattituck Junior-Senior High School,0,1,1,0,Fall,Mattituck,NY,2022-06-12 00:00:00,Classroom,Afternoon Classes,No,No,No
1142,20090916VAVIG,9,16,2009,2009-09-16,Virginia Randolph Community High School,0,0,0,0,Fall,Glen Allen,VA,High,Playground,Afternoon Classes,,,No
1143,20090908CTSTS,9,8,2009,2009-09-08,Stamford Academy,0,0,0,0,Fall,Stamford,CT,High,Parking Lot,School Start,No,No,No
1144,20090827NCWEF,8,27,2009,2009-08-27,Westover High School,0,0,0,0,Summer,Fayetteville,NC,High,Beside Building,After School,No,No,No
1145,20090624IAAPP,6,24,2009,2009-06-24,Aplington-Parkersburg High School,1,0,1,0,Summer,Parkersburg,IA,High,Gym,Morning Classes,,No,No
1146,20090615CAINS,6,15,2009,2009-06-15,International Studies Academy,0,3,3,0,Summer,San Francisco,CA,Other,Beside Building,Morning Classes,,No,Yes
1147,20090518LALAL,5,18,2009,2009-05-18,Larose-Cut Off Middle School,0,0,0,1,Spring,Larose,LA,Middle,Classroom,Morning Classes,,No,No
1148,20090505NYCAC,5,5,2009,2009-05-05,Canandaigua Academy,0,0,0,1,Spring,Canandaigua,NY,High,Bathroom,Morning Classes,,,No
1149,20090501WISHS,5,1,2009,2009-05-01,Sheboygan High School,0,0,0,1,Spring,Sheboygan,WI,High,Parking Lot,After School,,,No
1150,20090413CALOL,4,13,2009,2009-04-13,Locke High School,0,1,1,0,Spring,Los Angeles,CA,High,Front of School,Before School,,,Yes
1151,20090311TXCYH,3,11,2009,2009-03-11,Cypress Ridge High School,0,0,0,0,Spring,Houston,TX,High,Bathroom,Before School,,,No
1152,20090310FLRIJ,3,10,2009,2009-03-10,Ribault High School,0,0,0,0,Spring,Jacksonville,FL,High,Hallway,School Start,No,No,No
1153,20090306NCWEF,3,6,2009,2009-03-06,Westover High School,0,1,1,0,Spring,Fayetteville,NC,High,Parking Lot,School Event,No,No,No
1154,20090302SDROS,3,2,2009,2009-03-02,Robert Frost Elementary School,0,0,0,0,Spring,Sioux Falls,SD,Elementary,Beside Building,Dismissal,,No,No
1155,20090223CTBRN,2,23,2009,2009-02-23,Brien McMahon High School,0,0,0,0,Winter,Norwalk,CT,High,Parking Lot,Sport Event,,,Yes
1156,20090220CAJOH,2,20,2009,2009-02-20,John Muir Elementary School,0,0,0,0,Winter,Hayward,CA,Elementary,Beside Building,Lunch,No,No,
1157,20090217MICED,2,17,2009,2009-02-17,Central High School,0,1,1,0,Winter,Detroit,MI,High,Hallway,Afternoon Classes,No,No,No
1158,20090211NCSCZ,2,11,2009,2009-02-11,School bus,0,1,1,0,Winter,Zebulon,NC,Other,School Bus,Before School,No,No,No
1159,20090210CABAE,2,10,2009,2009-02-10,Baker Elementary School,0,0,0,0,Winter,El Monte,CA,Elementary,Beside Building,Dismissal,No,No,No
1160,20090127NCCLC,1,27,2009,2009-01-27,Clayton High School,0,0,0,0,Winter,Clayton,NC,High,Beside Building,Sport Event,No,No,Yes
1161,20090123ILCAC,1,23,2009,2009-01-23,Cahokia High School,1,0,1,0,Winter,Cahokia,IL,High,Parking Lot,Sport Event,No,No,No
1162,20090120PAEAE,1,20,2009,2009-01-20,East High School,0,1,1,0,Winter,Erie,PA,High,Gym,Sport Event,No,No,No
1163,20090120MIBEM,1,20,2009,2009-01-20,Beecher High School,0,4,4,0,Winter,Mount Morris Township,MI,High,Basketball Court,Sport Event,,No,No
1164,20090120ILCOC,1,20,2009,2009-01-20,Collins HIgh School,0,1,1,0,Winter,Chicago,IL,High,Basketball Court,Sport Event,No,No,No
1165,20090114ILPEC,1,14,2009,2009-01-14,Perspectives Charter School,0,3,3,0,Winter,Chicago,IL,Middle,School Bus,Morning Classes,No,No,
1166,20090109ILDUC,1,9,2009,2009-01-09,Dunbar High School,0,5,5,0,Winter,Chicago,IL,High,Basketball Court,Sport Event,No,No,Yes
1167,20090108DEWIN,1,8,2009,2009-01-08,William Penn High School,0,2,2,0,Winter,New Castle,DE,High,Gym,Sport Event,No,No,No
1168,20081231GASHS,12,31,2008,2008-12-31,Shuman Middle School,0,1,1,0,Winter,Savannah,GA,Middle,Beside Building,Evening,No,No,No
